Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
3949|5001067|070|1|FACTURAS CON MAS DE 15 CARACTERES: 03EB7851-5BE2-495D-B316-8C709F260E6A. , 04F62D5F-B8A6-455A-B139-AF26CD0FF9C3. , 0799F|1|2026-01-05 18:07:01|
3949|5104855|071|3|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 15:44:01|
1680|5092196|240|2|REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DE|1|2026-01-09 15:52:02|
3949|5060524|071|1|PLANTA  1201 EF18A MATERIAL 11-H1 EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ|1|2026-01-08 12:47:01|
3147|5038781|470|17|40FA-B0C1-EBDEC56B48C9|1|2026-01-29 22:00:01|
1869|6000036|180|8|IONES LAS MERCANCIAS PARA LOS PROCESOS DE TRANSFORMACION, ENSAMBLE O REPARACION. PLANTA DESTINO: 1309R KLOECKNER METALS|1|2026-01-21 16:06:00|
1680|6011247|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-19 16:27:06|
1680|5070755|240|3|LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA PEDIMENTO CONSOLIDADO DEL 01 DICIEMBRE AL 31 DE DICIEMBRE DEL 2025|1|2026-01-07 16:49:07|
1680|6002455|800|5|0-2025-5374 DEL 26 DE AGOSTO DEL 2005, CON PRORROGA DE 10 AÑOS A PARTIR DEL 01 DESEPTIEMBRE DEL 2015.PE: 01111|1|2026-01-14 13:24:02|
3147|5005666|850|5|ES PARA EL MES DE DICIEMBRE ES 0.01109FLETES: 0.01108 SEGUROS: 0.00001UUID CARTA PORTE:CCC88855-EE9A-4A75-A4A6-BC616F147|1|2026-01-09 17:06:08|
3147|5037949|470|3|L 15 DE NOVIEMBRE DEL 2029LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE V|1|2026-01-09 16:27:03|
3949|5060540|071|2|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTE, BAJO EL OFICIO NO. 5000000000020255374 CUYA VIGE|1|2026-01-09 16:59:03|
3949|5104853|071|4|VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA|1|2026-01-07 13:14:03|
1680|5031277|800|4|N NO. 100, JUAREZ ESTADO DE MEXICO. C.P. 53126. RFC: FMO8304236C5. NUMERO DE AUTORIZACION DE DEPOSITO FISCAL: 500-00-00-|1|2026-01-13 10:44:01|
1680|5031277|800|2|5008243EMPRESA QUE ENAJENA: HARMAN BECKER AUTOMOTIVE SYSTEMS, INC. TRANSFIERE: HARMAN BECKER AUTOMOTIVE SYSTEMS, INC  I|1|2026-01-13 10:44:01|
1680|5092148|240|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-07 10:08:01|
3147|5009514|521|5|.17 Y 3.1.32 DE LAS RCGMCE VIGENTESSE ANEXAN GUIAS AEREAS ESTA OPERACION SE REALIZA DE CONFORMIDAD CON EL ART.36 PARRAFO|1|2026-01-08 18:32:02|
3147|5009552|521|6|IA EL 02 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMOSE ANEXAN GUIAS AEREAS ESTA OPERACION SE REALIZ|1|2026-01-08 19:13:00|
3147|5009514|521|2|D CON LO DISPUESTO EN EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE.SE REALIZARON 2 SUBDIVISIONES DE LA GUIA|1|2026-01-08 18:32:02|
3949|5060536|070|6|TO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMBRE DE 202|1|2026-01-06 11:37:02|
1669|6001813|810|3|3.2.10 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE|1|2026-01-30 11:25:01|
3147|5005609|850|8|B5-F8EB-4B1A-B8A7-4CFF299CCD5B,5CE68E26-2ED0-4571-873B-F2877846B564,7D2F9D65-4937-47DD-B588-41F33885077E,889F7D53-5517-4|1|2026-01-20 14:43:15|
3949|5104883|071|3|MENTABLE DEL MES DEDICIEMBRE 0.01109, FLETES 0.01108,SEGUROS .0001 ESTA OPERACION SE REALIZA AL AMPARO DELOFICIO DE AUTO|1|2026-01-09 10:46:01|
1680|5005478|230|4|CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO  MES  DE D|1|2026-01-07 12:19:01|
1669|5000222|810|13|FACTOR INCREMENTABLE CORRESPONDIENTE AL MES DE DICIEMBRE: 0.06405|1|2026-01-08 15:44:00|
3949|5000179|672|4|74 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO. TIPO DE MATERIAL: RACKS.|1|2026-01-06 15:00:00|
1680|5070756|240|3|LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA PEDIMENTO CONSOLIDADO DEL 01 DICIEMBRE AL 31 DE DICIEMBRE DEL 2025|1|2026-01-07 15:02:02|
1680|5031284|800|9|CIENCIAS 13, MANZANA III LOTE 2, PARQUE INDUSTRIAL LA JOYA, 54730, CUAUTITLAN IZCALLI, MEX.|1|2026-01-09 14:33:03|
1669|6900370|510|4|E APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA DEL MANUAL DE OPERACION ADUANERA EN VIGOR.LA PRES|2|2026-01-03 09:35:00|
3949|5005113|160|10|RD MOTOR COMPANY S.A. DE C.V. / 640 PIEZAS VIAJAN DENTRO DEL CONTENEDOR TRLU8984938FORD MOTOR COMPANY S.A. DE C.V. / 705|1|2026-01-07 13:36:06|
3147|5000150|470|2|LA PRESENTE OPERACION SE EFECTUA DE CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES.  DE CONFORMIDAD CON|1|2026-01-08 14:05:01|
3376|6001547|240|20|COOPER STANDARD AUTOMOTIVE INC AVE MEXICO 101, PARQUE INDUSTRIA AGUASCALIENTES 20320|2|2026-01-16 10:05:08|
1669|5000224|810|16|ODC-PLANTA:17 CHIHUAHUA DRAGON PRODUCTIVO|1|2026-01-08 15:39:02|
1680|5050295|800|5|17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL|1|2026-01-07 16:09:01|
1680|5005477|230|4|BRE DEL 2025 CON FACTOR INCREMENTABLE EN FLETES DE 0.05319 SEGUROS 0.00001, OTROS 0.01085 LA PRESENTE OPERACION SE EFECT|1|2026-01-06 19:04:02|
3949|5060529|071|1|10-H1-PLANTA 1710 4133A EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O|1|2026-01-05 14:50:01|
3949|6000021|670|3|CE VIGENTES MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LAMERCANCIA OBJETO DE LA PRESENTE OPERACION BAJO EL|1|2026-01-28 11:28:01|
1680|6000848|800|4|ICULOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-|1|2026-01-21 15:15:02|
3949|5060525|071|3|TADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE A|1|2026-01-07 15:09:01|
3949|5000179|672|2|MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE|1|2026-01-06 15:00:00|
3569|5027459|232|7|SA;781557359;00000751366;12-02-2025;COVE257UVADH8;USD;80.830 FACTR: FORD LOUISVILLE ASSEMBLY;38-0549190;00000752931;08-1|1|2026-01-06 11:29:00|
1680|5070741|240|5|CIEMBRE DEL 2025. PLANTA: AP23A, CPC 17-I1. SE EXENTA EL PAGO DEL DTA DE CONFORMIDAD CON LA RCGMCE 5.1.4 VIGENTE|1|2026-01-08 17:17:03|
1680|5092146|240|4|VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DE ADUANAS QUE HABRA D|1|2026-01-07 11:28:01|
1669|5000226|810|16|FACTOR INCREMENTABLE CORRESPONDIENTE A DICIEMBRE: 0.06405|1|2026-01-08 15:17:01|
1669|5023804|430|4|IGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029.|1|2026-01-05 14:38:01|
1680|6001005|230|2|00-2025-5374 PARA IMPORTARSE DEFINITIVAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS D|1|2026-01-19 11:13:02|
1680|5050296|800|1|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 15:47:01|
3949|5000068|480|5|A MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500 00-00-00-00-2025-5374 CUYA VIGENCIA|1|2026-01-08 15:25:02|
3949|5060542|071|4|OFICIO  NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 02 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ES|1|2026-01-10 12:39:01|
3949|5004822|160|10|ICIEMBRE DEL 2025.|1|2026-01-08 18:28:07|
3949|5004816|160|11|LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN AMPARADAS BAJO LA FRACCION:9803000100.|1|2026-01-08 12:24:01|
1680|6011236|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-15 18:33:10|
3147|5005611|850|1|PLANTA: 02006 FCSD / D2DPEDIMENTO CONSOLIDADO DEL 22 AL 26 DE DICIEMBRE DEL 2025.EL IMPORTADOR CUENTA CON AUTORIZACION D|1|2026-01-27 23:24:03|
1680|6002470|800|4|ICULOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-|1|2026-01-20 15:49:02|
1680|5035191|800|2|LNO.500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL 15 DE NOVI|1|2026-01-08 17:13:00|
3949|5000177|670|3|PRESA QUE TRANSFIERE: KOLBENSCHMIDT DE MEXICO, S. DE R.L. DE C.V. CARR. PANAMERICANA KM 284 2DA. FRACCION DE CRESPO ALTO|1|2026-01-12 16:53:00|
1733|5036223|640|2|MAQUINARIA Y EQUIPOESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL O.500-00-00-00-00-|1|2026-01-07 10:53:01|
1669|5003141|510|7|SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOS|1|2026-01-07 13:43:01|
3949|5104840|071|5|MERCANCIA OBJETO DE LA PRESENTEOPERACION, BAJO EL OFICIO NO. 326-SAT-57813 Y QUE TUVO ACTUALIZACION CONFORME AL NUEVOOF|1|2026-01-14 15:39:02|
1680|5031262|800|3|620 SAN VICENC DELS HORTS BARCELONA (ESPAÑA)TRANSFIERE: FACTORIA INDUSTRIAL, S.A. DE C.V RFC: FIN000317UN8 RETORNO MARIO|1|2026-01-09 16:39:03|
3949|6610001|670|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 5000000000020255374 OTORGADO EL 22|1|2026-01-08 19:41:01|
3376|6001547|240|89|BOCAR LERMA SA DE CV AV DE LOS SAUCES NO 22 LERMA 52000|2|2026-01-16 10:05:08|
1733|5036100|640|3|L 2025 AL 15 DE NOVIEMBRE DEL 2029.LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE L|1|2026-01-07 19:12:01|
1680|5070742|240|4|REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DI|1|2026-01-08 17:17:04|
3949|5104849|071|3|NTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDU|1|2026-01-08 09:19:03|
1680|6002885|240|7|NICO DE LA PARTIDA 4 DICE 73181599 04 DEBE DECIR 73269099 99SE ACTUALIZO CANTIDAD UMC DE LA PARTIDA 4 DICE 2 DEBE DECIR|2|2026-01-14 17:45:08|
3147|5024442|650|4|A CON LA REMESA 1 DEL PEDIMENTO 25 65 3147 5025450|1|2026-01-08 17:42:00|
1680|5031294|800|8|MERO DE AUTORIZACION DE DEPOSITO FISCAL:500-00-00-00-00-2025-5374 AUTOPISTA MEXICO QUERETARO, KM 36.5, LOTE 4, NO 491, P|1|2026-01-14 14:56:01|
1680|5031253|800|8|EXICOGSDB CODE: G261YPLANTA: AP24A|1|2026-01-28 12:58:02|
3949|6000022|670|4|CIO NO. 326-SAT-57813 Y QUE TUVO ACTUALIZACION CONFORME AL NUEVO OFICIO NO.500-00-00-00-00-2025-5374 CUYA VIGENCIA INICI|1|2026-01-28 11:40:01|
1680|5034296|800|1|FACTURAS CON MAS DE 15 CARACTERES: 0B0437FE-82CE-4C60-B883-7F48ECD8229C. , 32F18ACF-F887-4105-9027-74E5B20D174D. , AC912|1|2026-01-05 15:26:03|
1680|5050295|800|4|DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029 LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.|1|2026-01-07 16:09:01|
1680|5031292|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION: 25-75-3076|1|2026-01-14 16:47:07|
1680|6002481|800|3|CION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIAAUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-16 09:43:02|
1680|5092194|240|4|ENTES, ART. 37 Y 37-A DE LA LEY ADUANERA.PEDIMENTO CONSOLIDADO DEL 1 AL 31 DE DICIEMBRE DEL 2025|1|2026-01-08 10:01:05|
3949|5060533|071|5|ART. 37 Y 37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025. PLANTA 1310 HERMOSILLO. MIC|1|2026-01-08 14:45:01|
1680|6011222|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-09 19:07:05|
1669|5003141|510|3|INAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERA|1|2026-01-07 13:43:01|
3949|5005113|160|25|552370FORD MOTOR COMPANY S.A. DE C.V. / 11642 PIEZAS VIAJAN DENTRO DEL CONTENEDOR HLBU2434736FORD MOTOR COMPANY S.A. DE|1|2026-01-07 13:36:06|
1680|6001004|230|8|ON FECHA DEL 2 DE JUNIO DEL 2014.PE1309RPLANTA HERMOSILLO.|1|2026-01-19 11:13:01|
1669|5023108|430|4|ADDC-BD47-9112-98CCC7174C2E,47F6573F-538F-514C-9CC0-2F5874387322,4E782E15-67E7-3741-874B-16DAC705B226,5B721142-B5B4-834A|1|2026-01-06 10:08:00|
1680|6000834|800|4|ICULOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-|2|2026-01-13 17:35:03|
3949|5005113|160|6|IEZAS VIAJAN DENTRO DEL CONTENEDOR TLLU5309787FORD MOTOR COMPANY S.A. DE C.V. / 9660 PIEZAS VIAJAN DENTRO DEL CONTENEDOR|1|2026-01-07 13:36:06|
1669|5003243|510|10|CARTA PORTE:17076CE2-CC65-46A9-A219-FCDFB25ED740,2057E311-2914-4B6B-A7C3-E28E531EC6D0,2FE7917D-9668-4FE5-902E-C844EA9B0C|1|2026-01-07 17:18:01|
1869|6000030|180|7|EL MANUAL DE OPERACION ADUANERA EN VIGOR.SE HACE REFERENCIA A LOS DEMAS ALMACENES AUTORIZADOS PARA TENER EN SUS INSTALAC|1|2026-01-30 11:04:00|
1680|6002466|800|2|VAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL MANUAL DE OPE|1|2026-01-21 15:15:02|
1680|6000846|800|6|9.PE: 1109R|1|2026-01-16 14:49:00|
1669|6900370|510|2|EN TERMINOS DEL NUMERAL 4.3.2.17 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE V|2|2026-01-03 09:35:00|
1680|6002460|800|5|0-2025-5374 DEL 26 DE AGOSTO DEL 2005, CON PRORROGA DE 10 AÑOS A PARTIR DEL 01 DESEPTIEMBRE DEL 2015.PE: 01111|1|2026-01-14 13:24:05|
1680|5092158|240|2|FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL 15|1|2026-01-08 18:31:01|
1669|5000224|810|15|PESO BRUTO: 1891.8 KGS.|1|2026-01-08 15:39:02|
1680|5031268|800|8|COMPANY  RFC: FMO8304236C5  DOMICILIO: AVENIDA CRISTOBAL COLON FONTANARROSA 13300    COMPLEJO INDUSTRIAL CHIHUAHUA CHIH|1|2026-01-12 16:00:01|
3949|5004809|160|9|O.|1|2026-01-08 12:55:04|
1680|6002487|800|1|NACIONALIZACION DEL PEDIMENTO F2: 26 24 1680 5092174EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-16 15:47:01|
1669|6900370|510|15|VALOR ADUANA: 209716604.00 MXPPRECIO PAGADO/VALOR COMERCIAL: 196854768.0 MXP|2|2026-01-03 09:35:00|
1669|6900409|510|6|AR EDOCUMENTEDOCUMENT BL DICE:0438251BS8UA6DEBE DECIR:0438261C9K7E7EDOCUMENT INCREMENTABLEDICE:01922516679Q1DEBE DECIR:0|2|2026-01-16 11:13:01|
3949|5060545|071|3|VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL|1|2026-01-08 19:55:01|
3949|5060546|071|6|CIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMBR|1|2026-01-08 18:03:01|
1669|5023108|430|6|24F3A8D61,723A4C09-47C6-C643-8E39-DA121187A454,751986B0-8850-43FF-B91C-91BA4F789CB5,7899E9CA-AAB7-464F-A88F-CC1EB326EF78|1|2026-01-06 10:08:00|
1669|5023789|430|2|ITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 A|1|2026-01-08 14:57:00|
1680|6000840|800|4|E PARA EL MES DE ENERO: 0.10194|1|2026-01-23 14:22:02|
1680|6011268|240|4|N VII DE LA LEY DE TENENCIANODRIZA SIN SELLO FISCAL|1|2026-01-23 16:59:09|
1680|6011235|240|3|AGO DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRA|1|2026-01-14 18:07:09|
1680|5050308|800|1|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 15:15:02|
1680|5070812|240|1|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 15:15:03|
3147|5037949|470|2|DEPOSITO FISCAL NO. 5000000000020255374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 A|1|2026-01-09 16:27:03|
3949|5004809|160|7|ACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO Y QUE TUVO ACTUALIZACION CONFORME AL NUEVO OFICIO|1|2026-01-08 12:55:04|
1680|5092188|240|3|2025, CON VIGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029.LA PRESENTE OPERACION SE EFECTUA BAJO CONFO|1|2026-01-08 11:24:02|
1680|5092173|240|4|VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DE ADUANAS QUE HABRA D|1|2026-01-05 13:16:02|
1680|5031279|800|5|C.V., SAN MATEO NOPALA, NAUCALPAN NO. 100, JUAREZ ESTADO DE MEXICO. C.P. 53126. RFC: FMO8304236C5. NUMERO DE AUTORIZACIO|1|2026-01-08 16:47:03|
1869|6000029|180|6|ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN DE APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, D|1|2026-01-12 13:04:01|
1680|5031283|800|10|0-00-00-00-00-2025-5374|1|2026-01-14 13:30:01|
1669|5000229|810|10|CPC 11-F2 LOCALIDAD 4133A|1|2026-01-08 15:39:01|
3949|5060534|071|5|CION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA.|1|2026-01-08 17:52:02|
1680|6011225|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX952541-A00358-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-09 19:07:07|
1680|5031302|800|8|-00-00-00-2025-5374  AUTOPISTA MEXICO QUERETARO KM.36.5, LOTE 4, NO. 491, PARQUE INDUSTRIAL CUAMATLA, C.P 54730, CUAUTIT|1|2026-01-12 17:03:02|
1680|6011270|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-23 18:46:04|
3147|6001014|650|4|ORMIDAD CON EL ART. 120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL APARTADO DEPOSITO FISCAL PA|1|2026-01-20 11:43:01|
3949|5000176|670|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21. ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION 25 67 3949|1|2026-01-08 13:44:01|
1669|5000229|810|6|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULA|1|2026-01-08 15:39:01|
1680|6002453|800|4|LOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCALNO. 500-00-00-00-0|1|2026-01-14 13:24:03|
1680|5031264|800|2|5011620EMPRESA QUE ENAJENA:FEILONG AUTO COMPONENTS CO., LTD. GQUKA NO.299 INDUSTRIAL STREET, XIXIA COUNTY, HENAN PROVINC|1|2026-01-08 10:38:00|
1669|5000222|810|2|LA LEY ADUANERA.|1|2026-01-08 15:44:00|
3949|5104860|071|5|ULTIMOFACTOR INCREMENTABLE DEL MES DE DICIEMBRE 0.01109 FLETE:0.01108, SEGURO:0.00001. LA PRESENTE OPERACION SE EFECTUA|1|2026-01-08 15:41:00|
1680|5031296|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION: 25 52 1029|1|2026-01-09 15:43:03|
1680|5092146|240|2|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029DE CONFORMIDAD CON LO DI|1|2026-01-07 11:28:01|
1680|6011221|240|5|FISCAL|2|2026-01-03 13:19:02|
3147|5009514|521|1|FACTURAS INTERNAS: FMMT5419UUID CARTA PORTE:D3C7FD09-E97C-478D-A0B0-549B86BC239ESE SUBDIVIDE LA GUIA AEREA DE CONFORMIDA|1|2026-01-08 18:32:02|
1680|6000834|800|2|VAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL MANUAL DE OPE|2|2026-01-13 17:35:03|
1669|5000229|810|1|LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE|1|2026-01-08 15:39:01|
1680|5031278|800|7|QUE RECIBE: FORD MOTOR COMPANY S.A DE C.V., PLANTA DE ESTAMPADO Y ENSAMBLE CUAUTITLAN RFC: FMO8304236C5. NUMERO DE AUTOR|1|2026-01-09 15:42:02|
3949|5001069|071|3|4A5-0E41-4F69-BD93-76ABFFDBCAFB. , 5CA0A09C-DC2E-4E58-9EA7-C8DBBC1F9E0E. , 6CCB0EA0-4208-4D0D-8EE3-50059DD51036. , 7E276|1|2026-01-05 17:33:04|
1733|6003771|640|3|MINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENER|1|2026-01-29 17:47:02|
3147|6001014|650|3|EN A LA PRODUCCION DE ALGUNO DE LOS BIENES DEL ARTICULO 4 DE DICHO ORDENAMIENTO. PARA IMPORTARSE DEFINITIVAMENTE DE CONF|1|2026-01-20 11:43:01|
